"","ID","site_url","author","headline","language","country","global_rank","US_rank","top1_country","top2_country","top3_country","bounce_rate","daily_pageviews_per_visitor","daily_time_on_site","percentage_search_visits","num_sites_linking_in","gender","educational_level","browsing_location","stumble_upon","pinterest","linkedin","fb_total","fb_comments","fb_reactions","fb_shares","type","sentiment","gop_nlp","email_nlp","comei_nlp","reveal_nlp","comment_nlp","soro_nlp","acknowledg_nlp","emf_nlp","rig_nlp","jihad_nlp","femin_nlp","hillary_nlp","neomasculin_nlp","natur_nlp","weight_nlp","gmo_nlp","trump_nlp","brief_nlp","roi_nlp","tax_nlp"
"1478",1478,"nytimes.com","bryce covert","paradise papers show how misguided the g.o.p. is on taxes","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1479",1479,"nytimes.com","michael m.","a rightward tilt and big ratings at fox news","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1480",1480,"nytimes.com","ashley southall","uber driver dies after being struck with hockey stick, police say","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1481",1481,"nytimes.com","marlise simons","judge rejects bid to delay verdict for ratko mladic in bosnian genocide","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1482",1482,"nytimes.com","ronald j.","yes, the g.o.p. can block roy moore","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1483",1483,"nytimes.com","thomas erdbrink","earthquake kills over 100 at iran-iraq border","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1484",1484,"nytimes.com","jim tankersley","republicans search for proof their tax plans will pay for themselves","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1485",1485,"nytimes.com","alexander burns,","despite recent wins for democrats, gerrymanders dim hopes for 2018","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1486",1486,"nytimes.com","greg schwed","coin toss at the tollbooth","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1487",1487,"nytimes.com","nicholas fandos","trump officials urge caution on judging roy moore as senators pull support","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1488",1488,"nytimes.com","heng ","on trumpís trip to china","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1489",1489,"nytimes.com","frances robles","the lineman got $63 an hour. the utility was billed $319 an hour.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1490",1490,"nytimes.com","susan anasagasti","one week after texas church shooting, a sunday service offers hope","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1491",1491,"nytimes.com","anne barnard","lebanonís leader, still in saudi arabia, claims heís free to go","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1492",1492,"nytimes.com"," editorial board","choking on air in new delhi","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1493",1493,"nytimes.com","charles v.","in robert durst case, detective will testify for the defense","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1494",1494,"nytimes.com","alia allana","how war created the cholera epidemic in yemen","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1495",1495,"nytimes.com","zach schonbrun","can you draw the starbucks logo without cheating? probably not.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1496",1496,"nytimes.com","katie benner","uber reaches deal to sell stake to softbank","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1497",1497,"nytimes.com","sheera frenkel","she warned of ëpeer-to-peer misinformation.í congress listened.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1498",1498,"nytimes.com","margaret coker","with iraqi-kurdish talks stalled, phone diplomacy averts new clashes","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1499",1499,"nytimes.com","charles mcdermid","north korea, saudi arabia, manila: your monday briefing","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
"1500",1500,"nytimes.com","john otis","her secret to a long life? ëitís good to work a lotí","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1501",1501,"nytimes.com","scott shane","in ëwatershed moment,í youtube blocks extremist clericís message","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1502",1502,"nytimes.com","scott shane,","security breach and spilled secrets have shaken the n.s.a. to its core","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1503",1503,"nytimes.com","raphael minder","in barcelona, rajoy calls for record turnout to defeat secessionism","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1504",1504,"nytimes.com","salman masood","pakistani clericís supporters block an entrance to islamabad","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1505",1505,"nytimes.com","barbara surk","sloveniaís president wins second term in runoff election","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1506",1506,"nytimes.com","david gonzalez","battered and tattered, puerto ricoís flag still waves","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1507",1507,"nytimes.com","campbell robertson","silence lifts in statehouses as harassment scandals bring swift penalties","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1508",1508,"nytimes.com","bill wasik","the new york times takes a trip to a driverless future","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1509",1509,"nytimes.com","susanne fowler","queen elizabeth ii delegates wreath ceremony to prince charles","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1510",1510,"nytimes.com","amy qin","chinese village keeps alive a tradition of indigo dyeing","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1511",1511,"nytimes.com","ian austen","vast indigenous land claims in canada encompass parliament hill","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1512",1512,"nytimes.com","mark landler","after a disciplined week in asia, trump unloads on critics","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1513",1513,"nytimes.com","vivian wang","trump nominee for federal judgeship has never tried a case","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1514",1514,"nytimes.com","jacey fortin","ellen page says brett ratner made comment outing her","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1515",1515,"nytimes.com","sheryl gay","bannon put a target on his back. mcconnellís answer: ëha-ha.í","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1516",1516,"nytimes.com","megan specia","nationalist march dominates polandís independence day","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1517",1517,"nytimes.com","jiji lee","ëwhat should i watch on netflix?í: a new original series","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
"1518",1518,"nytimes.com","alan blinder","roy moore, alabama senate candidate under siege, tries to discredit accusers","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1519",1519,"nytimes.com","robert pear","trump administration guiding health shoppers to agents paid by insurers","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1520",1520,"nytimes.com","hussein mohamed","u.s. and somali strikes on shabab said to kill nearly 100 militants","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1521",1521,"nytimes.com","douglas jacobs","weíre sick of racism, literally","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1522",1522,"nytimes.com","ekow n.","can my children be friends with white people?","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1523",1523,"nytimes.com","ross douthat","the swine of conservatism","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1524",1524,"nytimes.com","crispin sartwell","history, totally destroyed","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1525",1525,"nytimes.com","lindsay crouse","how the ëshalane flanagan effectí works","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1526",1526,"nytimes.com","richard parker","why christians must support gun control","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1527",1527,"nytimes.com","liza mundy","women cracked wartime codes. they can fix tech today, too.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1528",1528,"nytimes.com","howell raines","can donald trump save roy moore after all?","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1529",1529,"nytimes.com","sydney ember","radhika jones, a times books editor, said to be next vanity fair editor","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1530",1530,"nytimes.com","cecilia kang","where self-driving cars go to learn","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1531",1531,"nytimes.com","peter baker","trump team begins drafting middle east peace plan","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1532",1532,"nytimes.com","philip galanes","i interviewed joe biden. a sob took me by surprise.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1533",1533,"nytimes.com","new york times ","full transcript of trumpís remarks on russia","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1534",1534,"nytimes.com","new york times ","commemorating end of world war i, with poppies and a pause","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1535",1535,"nytimes.com","john otis","alcohol derailed his life. now he drives barflies home.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1536",1536,"nytimes.com","marcia belsky","the lose-lose life of the female comedian","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1537",1537,"nytimes.com","julie hirschfeld","trump says putin ëmeans ití about not meddling","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1538",1538,"nytimes.com","dave philipps,","in air force, colleague feared church gunman would ëshoot up the placeí","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1539",1539,"nytimes.com","alexandra stevenson","trans-pacific trade partners are moving on, without the u.s.","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1540",1540,"nytimes.com","mark landler","trump to asia: unite on north korea, but go it alone on trade","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1541",1541,"nytimes.com","noam scheiber","plugging into the gig economy, from home with a headset","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1542",1542,"nytimes.com","marie tessier","ëìwe the peopleî are out of hibernationí","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1543",1543,"nytimes.com","rod nordland","holding hands, drinking wine and other ways to go to jail in dubai","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1544",1544,"nytimes.com","hannah beech","vietnam, in a bind, tries to chart a path between u.s. and china","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1545",1545,"nytimes.com","associate press ","marine drill instructor gets 10 years for tormenting recruits","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1546",1546,"nytimes.com","michael corkery","hasbro said to make bid for toy rival mattel","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1547",1547,"nytimes.com","mohamad bazzi","saudi arabia comes for hezbollah","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1548",1548,"nytimes.com"," editorial board","saudi arabiaís special power over donald trump","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1549",1549,"nytimes.com","sharon otterman","they quietly left the church, but the sexual abuse continued","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1550",1550,"nytimes.com","w.d. ehrhart","god, jesus and vietnam","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1551",1551,"nytimes.com","jennifer finney","travis mills will never quit","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1552",1552,"nytimes.com","roger cohen","china has donald trump just where it wants him","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1553",1553,"nytimes.com","kenneth p.","russia scandal befalls two brothers: john and tony podesta","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1554",1554,"nytimes.com","sharon lafraniere,","a london meeting of an unlikely group: how a trump adviser came to learn of clinton ëdirtí","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1555",1555,"nytimes.com","alissa j.","employees of big french cleaning company win sexual harassment case","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1556",1556,"nytimes.com","frances robles","emergency manager resigns in puerto rico; army ends its mission","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1557",1557,"nytimes.com","gail collins","sex, senators and ó oh gosh, mitt","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1558",1558,"nytimes.com","gardiner harris","state department to offer buyouts in effort to cut staff","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1559",1559,"nytimes.com"," editorial board","the insanity of taxpayer-funded addiction","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1
"1560",1560,"nytimes.com","bob morris","yard rage: the rand paul assault","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1561",1561,"nytimes.com","bret stephens","trump in the age of the strongman","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
"1562",1562,"nytimes.com","anemona hartocollis","clampdown on university of michigan fraternities after reports of sexual misconduct and alcohol abuse","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1563",1563,"nytimes.com","richard fausset","for alabama women, disgust, fatigue and a sense moore could win anyway","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",-1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1564",1564,"nytimes.com","tiffany hsu","alibabaís singles day sales hit new record of $25.3 billion","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1565",1565,"nytimes.com","jonathan a.","review: two contrasting views of silicon valleyís influence","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
"1566",1566,"nytimes.com","karen zraick","roy moore, lebanon, louis c.k.: your friday evening briefing","english","United States",111,32,"United States","Japan","China",0.641,2.14,229,0.25,380902,"female","college","work",18,0,14715,2492946,163635,1975352,353959,"legitimate",0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
